,Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost,Year 
283,Jarius Wright,CAR,WR,30,16,9,58,28,0,0,0,-7,0,1,296,0,56.9,0,0,0,2019
284,DeSean Jackson,PHI,WR,33,3,3,10,9,0,0,0,0,0,0,159,2,36.9,0,0,0,2019
285,Jake Kumerow,GNB,WR,27,14,4,21,12,0,0,0,0,0,0,219,1,39.9,0,0,0,2019
286,Scott Miller,TAM,WR,22,10,2,26,13,0,0,0,16,0,2,200,1,40.6,0,0,0,2019
287,Justin Watson,TAM,WR,24,16,2,26,15,0,0,0,0,0,0,159,2,42.9,0,0,0,2019
288,Jakeem Grant,MIA,WR,27,10,2,33,19,0,0,0,5,1,4,164,0,39.9,0,2,1,2019
289,N'Keal Harry,NWE,WR,22,7,5,24,12,0,0,0,49,0,5,105,2,39.4,0,0,0,2019
290,James O'Shaughnessy,JAX,TE,27,5,5,20,14,0,0,0,0,0,0,153,2,41.3,0,0,0,2019
291,Mark Walton,MIA,RB,22,7,4,21,15,0,0,0,201,0,53,89,0,42,0,1,1,2019
292,Chase Daniel,CHI,QB,33,3,1,0,0,435,3,64,6,0,6,0,0,26,2,0,0,2019
293,Anthony Firkser,TEN,TE,24,15,1,24,14,0,0,0,0,0,0,204,1,40.4,0,0,0,2019
294,Isaiah Ford,MIA,WR,23,8,0,35,23,0,0,0,11,0,1,244,0,48.5,0,0,0,2019
295,Marquise Goodwin,SFO,WR,29,9,6,21,12,0,0,0,15,0,1,186,1,38.1,0,0,0,2019
296,Dontrell Hilliard,CLE,RB,24,14,0,15,12,0,0,0,49,2,13,92,0,38.1,0,2,0,2019
297,Andy Isabella,ARI,WR,23,15,1,13,9,0,0,0,15,0,4,189,1,35.4,0,0,0,2019
298,Bilal Powell,NYJ,RB,31,13,1,12,7,0,0,1,229,0,59,33,0,33.2,0,0,0,2019
299,Trey Quinn,WAS,WR,24,12,6,47,26,0,0,0,0,0,0,198,1,49.8,0,1,1,2019
300,Damion Ratley,CLE,WR,24,13,3,24,12,0,0,0,0,0,0,200,1,38,0,0,0,2019
301,Maxx Williams,ARI,TE,25,16,10,19,15,0,0,0,0,0,0,202,1,41.2,0,0,0,2019
302,Dan Arnold,2TM,TE,24,5,1,14,8,0,0,0,0,0,0,127,2,32.7,0,0,0,2019
303,Ryan Finley,CIN,QB,25,3,3,0,0,474,2,87,77,0,10,0,0,24.66,2,4,3,2019
304,KeeSean Johnson,ARI,WR,23,10,4,42,21,0,0,0,3,0,1,187,1,44,0,1,1,2019
305,Cordarrelle Patterson,CHI,WR,28,16,4,17,11,0,0,0,103,0,17,83,0,29.6,0,0,0,2019
306,Ito Smith,ATL,RB,24,7,0,14,11,0,0,0,106,1,22,87,0,36.3,0,0,0,2019
307,Javon Wims,CHI,WR,25,16,6,39,18,0,0,0,0,0,0,186,1,42.6,0,0,0,2019
308,Ameer Abdullah,MIN,RB,26,16,0,21,15,0,0,0,115,0,23,88,1,39.3,0,1,1,2019
309,Myles Gaskin,MIA,RB,22,7,0,12,7,0,0,0,133,1,36,51,0,31.4,0,0,0,2019
310,Dante Pettis,SFO,WR,24,11,4,24,11,16,0,1,0,0,0,109,2,34.54,0,0,0,2019
311,Laquon Treadwell,MIN,WR,24,13,1,16,9,0,0,0,0,0,0,184,1,33.4,0,0,0,2019
312,Olamide Zaccheaus,ATL,WR,22,10,0,5,3,0,0,0,0,0,0,115,1,20.5,0,0,0,2019
313,JJ Arcega-Whiteside,PHI,WR,23,16,5,22,10,0,0,0,0,0,0,169,1,32.9,0,0,0,2019
314,Reggie Bonnafon,CAR,RB,23,16,0,9,6,0,0,0,116,1,16,57,0,29.3,0,0,0,2019
315,Rhett Ellison,NYG,TE,31,10,7,28,18,0,0,0,0,0,0,167,1,40.7,0,0,0,2019
316,Bennie Fowler,NYG,WR,28,8,2,36,23,0,0,0,20,0,1,193,0,44.3,0,0,0,2019
317,Byron Pringle,KAN,WR,26,16,0,16,12,0,0,0,0,0,0,170,1,35,0,0,0,2019
318,Darwin Thompson,KAN,RB,23,12,0,10,9,0,0,0,128,1,37,43,0,32.1,0,0,0,2019
319,Logan Thomas,DET,TE,28,16,3,28,16,0,0,0,0,0,0,173,1,39.3,0,0,0,2019
320,Duke Williams,BUF,WR,26,4,3,19,12,0,0,0,0,0,0,166,1,34.6,0,0,0,2019
321,Justin Jackson,LAC,RB,24,7,0,11,9,0,0,0,200,0,29,22,0,31.2,0,0,0,2019
322,Zay Jones,2TM,WR,24,15,9,45,27,0,0,0,3,0,1,216,0,48.9,0,0,0,2019
323,Marcedes Lewis,GNB,TE,35,16,11,19,15,0,0,0,0,0,0,156,1,36.6,0,0,0,2019
324,Tim Patrick,DEN,WR,26,8,2,31,16,0,0,0,0,0,0,218,0,37.8,0,0,0,2019
325,Ross Dwelley,SFO,TE,24,16,6,22,15,0,0,0,0,0,0,91,2,36.1,0,0,0,2019
326,Jaeden Graham,ATL,TE,24,16,0,10,9,0,0,0,0,0,0,149,1,29.9,0,0,0,2019
327,C.J. Ham,MIN,RB,26,16,7,26,17,0,0,0,17,0,7,149,1,37.6,0,1,1,2019
328,Brian Hoyer,IND,QB,34,4,1,0,0,372,4,65,2,0,8,0,0,21.08,4,2,1,2019
329,Kalif Raymond,TEN,WR,25,8,1,12,9,0,0,0,-5,0,1,170,1,29.5,0,1,1,2019
330,Parris Campbell,IND,WR,22,7,3,24,18,0,0,0,34,0,4,127,1,38.1,0,3,1,2019
331,Derek Carrier,OAK,TE,29,16,4,19,13,0,0,0,27,0,1,108,1,32.5,0,0,0,2019
332,Trevor Davis,3TM,WR,26,14,4,11,8,0,0,0,73,1,4,111,0,28.4,0,3,2,2019
333,Justin Hardy,ATL,WR,28,16,1,26,19,0,0,0,0,0,0,195,0,38.5,0,0,0,2019
334,Richie James,SFO,WR,24,16,1,10,6,0,0,0,-1,0,2,165,1,26.4,0,1,1,2019
335,Ian Thomas,CAR,TE,23,16,3,30,16,0,0,0,0,0,0,136,1,35.6,0,0,0,2019
336,Matt LaCosse,NWE,TE,27,11,8,19,13,0,0,0,0,0,0,131,1,32.1,0,0,0,2019
337,Ty Montgomery,NYJ,RB,26,16,2,17,13,0,0,0,103,0,32,90,0,32.3,0,0,0,2019
338,C.J. Prosise,SEA,RB,25,9,0,12,10,0,0,0,72,1,23,76,0,28.8,0,1,1,2019
339,Vernon Davis,WAS,TE,35,4,1,19,10,0,0,0,0,0,0,123,1,28.3,0,0,0,2019
340,Darrell Henderson,LAR,RB,22,13,0,6,4,0,0,0,147,0,39,37,0,22.4,0,0,0,2019
341,Dontrelle Inman,2TM,WR,30,7,1,21,12,0,0,0,0,0,0,181,0,30.1,0,0,0,2019
342,Josh Rosen,MIA,QB,22,6,3,0,0,567,1,109,13,0,3,0,0,17.98,5,1,0,2019
343,Jeff Heuerman,DEN,TE,27,14,11,20,14,0,0,0,0,0,0,114,1,31.4,0,0,0,2019
344,Travis Homer,SEA,RB,21,16,1,13,11,0,0,0,114,0,18,56,0,28,0,0,0,2019
345,Ryan Izzo,NWE,TE,24,6,4,9,6,0,0,0,0,0,0,114,1,23.4,0,0,0,2019
346,A.J. McCarron,HOU,QB,29,2,1,0,0,225,0,37,39,1,5,0,0,16.9,1,0,0,2019
347,Cam Newton,CAR,QB,30,2,2,0,0,572,0,89,-2,0,5,0,0,16.68,1,2,2,2019
348,Nick O'Leary,2TM,TE,27,12,5,18,13,0,0,0,0,0,0,109,1,29.9,0,1,0,2019
349,Devin Smith,DAL,WR,27,4,2,9,5,0,0,0,0,0,0,113,1,22.3,0,0,0,2019
350,Nick Vannett,2TM,TE,26,16,7,22,17,0,0,0,0,0,0,166,0,33.6,0,0,0,2019
351,Ben Watson,NWE,TE,39,10,8,24,17,0,0,0,0,0,0,173,0,34.3,0,0,0,2019
352,T.J. Yeldon,BUF,RB,26,6,0,15,13,0,0,0,63,0,17,124,0,29.7,0,1,1,2019
353,Andrew Beck,DEN,RB,23,16,6,12,9,6,0,1,3,0,1,90,1,24.54,0,0,0,2019
354,Robert Griffin,BAL,QB,29,7,1,0,0,225,1,38,70,0,20,0,0,16,2,0,0,2019
355,Hale Hentges,WAS,TE,23,11,4,14,8,0,0,0,0,0,0,103,1,24.3,0,0,0,2019
356,Robert Tonyan,GNB,TE,25,11,1,15,10,0,0,0,0,0,0,100,1,26,0,0,0,2019
357,Joshua Perkins,PHI,TE,26,5,0,13,9,0,0,0,0,0,0,87,1,23.7,0,0,0,2019
358,MyCole Pruitt,TEN,TE,27,16,10,8,6,0,0,0,0,0,0,90,1,21,0,0,0,2019
359,Wendell Smallwood,WAS,RB,25,15,0,13,9,0,0,0,81,0,22,64,0,23.5,0,0,0,2019
360,DeAndre Carter,HOU,WR,26,16,3,14,11,0,0,0,0,0,0,162,0,25.2,0,2,1,2019
361,Seth Devalve,JAX,TE,26,12,6,18,12,0,0,0,0,0,0,140,0,26,0,0,0,2019
362,Trey Edmunds,PIT,RB,25,11,0,7,6,0,0,0,92,0,22,48,0,20,0,0,0,2019
363,Virgil Green,LAC,TE,31,15,4,13,9,0,0,0,0,0,0,78,1,22.8,0,0,0,2019
364,Wes Hills,DET,RB,24,1,1,2,2,0,0,0,21,2,10,1,0,16.2,0,0,0,2019
365,Jesse James,DET,TE,25,16,11,27,16,0,0,0,0,0,0,142,0,30.2,0,0,0,2019
366,Daniel Brown,NYJ,TE,27,16,5,11,7,0,0,0,0,0,0,72,1,20.2,0,0,0,2019
367,Keelan Doss,OAK,WR,23,8,2,14,11,0,0,0,0,0,0,133,0,24.3,0,0,0,2019
368,Rico Gafford,OAK,WR,23,4,1,2,2,0,0,0,0,0,0,66,1,14.6,0,0,0,2019
369,Mack Hollins,2TM,WR,26,16,3,23,10,0,0,0,0,0,0,125,0,22.5,0,0,0,2019
370,Jesper Horsted,CHI,TE,22,6,1,10,8,0,0,0,0,0,0,87,1,20.7,0,1,1,2019
371,Tyler Kroft,BUF,TE,27,11,3,14,6,0,0,0,0,0,0,71,1,19.1,0,0,0,2019
372,Ben Roethlisberger,PIT,QB,37,2,2,0,0,351,0,62,7,0,1,0,0,12.74,1,1,0,2019
373,Kerrith Whyte,PIT,RB,23,6,0,1,1,0,0,0,122,0,24,9,0,14.1,0,0,0,2019
374,Ben Braunecker,CHI,TE,25,11,3,11,6,0,0,0,0,0,0,59,1,17.9,0,0,0,2019
375,Antonio Brown,NWE,WR,31,1,0,8,4,0,0,0,5,0,1,56,1,16.1,0,0,0,2019
376,Deon Cain,2TM,WR,23,13,6,20,9,0,0,0,0,0,0,124,0,21.4,0,0,0,2019
377,Rashard Higgins,CLE,WR,25,10,1,11,4,0,0,0,0,0,0,55,1,15.5,0,0,0,2019
378,Alec Ingold,OAK,RB,23,16,4,6,6,0,0,0,17,0,10,44,1,18.1,0,0,0,2019
379,Javorius Allen,NYG,RB,28,10,0,2,1,0,0,0,36,1,10,9,0,11.5,0,0,0,2019
380,Stephen Carlson,CLE,TE,23,9,5,7,5,0,0,0,0,0,0,51,1,16.1,0,0,0,2019
381,Darren Sproles,PHI,RB,36,6,1,10,6,0,0,0,66,0,17,24,0,15,0,1,0,2019
382,Tommy Sweeney,BUF,TE,24,6,1,13,8,0,0,0,0,0,0,114,0,19.4,0,0,0,2019
383,Brandon Zylstra,CAR,WR,26,8,0,12,8,0,0,0,0,0,0,106,0,18.6,0,1,0,2019
384,Marcell Ateman,OAK,WR,25,11,0,10,5,0,0,0,0,0,0,116,0,14.6,0,1,1,2019
385,Braxton Berrios,NYJ,WR,24,16,0,13,6,0,0,0,0,0,0,115,0,15.5,0,1,1,2019
386,Troy Fumagalli,DEN,TE,24,11,5,9,6,0,0,0,0,0,0,38,1,15.8,0,0,0,2019
387,Deonte Harris,NOR,WR,22,14,1,6,6,0,0,0,31,0,4,24,0,9.5,0,3,1,2019
388,Andy Janovich,DEN,RB,26,7,3,5,5,0,0,0,1,1,1,42,0,15.3,0,0,0,2019
389,T.J. Jones,NYG,WR,27,3,0,4,3,0,0,0,0,0,0,38,1,12.8,0,3,0,2019
390,JJ Nelson,OAK,WR,27,2,1,5,4,0,0,0,0,0,0,36,1,13.6,0,0,0,2019
391,David Njoku,CLE,TE,23,4,1,10,5,0,0,0,0,0,0,41,1,15.1,0,0,0,2019
392,Danny Vitale,GNB,RB,26,15,4,12,7,0,0,0,3,0,1,97,0,17,0,0,0,2019
393,Derek Watt,LAC,RB,27,16,2,5,3,0,0,0,10,1,7,32,0,13.2,0,0,0,2019
394,Mo Alie-Cox,IND,TE,26,16,2,11,8,0,0,0,0,0,0,93,0,17.3,0,0,0,2019
395,Kenjon Barner,ATL,RB,29,14,0,8,6,3,0,1,28,0,4,22,0,9.12,0,4,1,2019
396,Christian Blake,ATL,WR,23,9,3,24,11,0,0,0,0,0,0,91,0,20.1,0,0,0,2019
397,Antonio Callaway,CLE,WR,22,4,2,15,8,0,0,0,0,0,0,89,0,16.9,0,0,0,2019
398,Luke Falk,NYJ,QB,25,3,2,0,0,416,0,73,0,0,0,0,0,8.64,3,2,1,2019
399,Robert Foster,BUF,WR,25,13,2,18,3,0,0,0,29,0,2,64,0,12.3,0,0,0,2019
400,J.P. Holtz,2TM,TE,26,15,7,8,7,0,0,0,0,0,0,91,0,16.1,0,0,0,2019
401,D'Ernest Johnson,CLE,RB,23,16,0,7,6,0,0,0,21,0,4,71,0,15.2,0,0,0,2019
402,Marshawn Lynch,SEA,RB,33,1,0,0,0,0,0,0,34,1,12,0,0,9.4,0,0,0,2019
403,Lee Smith,BUF,TE,32,16,5,5,4,0,0,0,0,0,0,31,1,13.1,0,0,0,2019
404,Alex Armah,CAR,RB,25,16,1,2,2,0,0,0,11,1,6,6,0,9.7,0,0,0,2019
405,Nick Bellore,SEA,RB,30,14,1,2,2,0,0,0,0,0,0,23,1,10.3,0,0,0,2019
406,Ventell Bryant,DAL,WR,23,12,0,1,1,0,0,0,0,0,0,15,1,8.5,0,0,0,2019
407,Trey Burton,CHI,TE,28,8,5,24,14,0,0,0,0,0,0,84,0,22.4,0,0,0,2019
408,KhaDarel Hodge,CLE,WR,24,16,1,10,4,0,0,0,0,0,0,76,0,11.6,0,0,0,2019
409,Trent Sherfield,ARI,WR,23,16,1,13,4,0,0,0,0,0,0,80,0,12,0,0,0,2019
410,Damion Willis,CIN,WR,22,10,2,16,9,0,0,0,0,0,0,82,0,17.2,0,0,0,2019
411,Luke Willson,SEA,TE,29,8,7,10,8,0,0,0,0,0,0,79,0,15.9,0,0,0,2019
412,Chad Beebe,MIN,WR,25,3,0,2,2,0,0,0,0,0,0,70,0,9,0,3,0,2019
413,Blake Bell,KAN,TE,28,15,7,15,8,0,0,0,0,0,0,67,0,14.7,0,0,0,2019
414,Devontae Booker,DEN,RB,27,16,0,9,6,0,0,0,9,0,2,57,0,12.6,0,0,0,2019
415,Tra Carson,2TM,RB,27,3,1,4,4,0,0,0,48,0,18,18,0,10.6,0,0,0,2019
416,Cethan Carter,CIN,RB,24,15,0,3,2,0,0,0,0,0,0,13,1,9.3,0,0,0,2019
417,Chris Hogan,CAR,WR,32,7,1,15,8,0,0,0,0,0,0,67,0,14.7,0,0,0,2019
418,Troymaine Pope,LAC,RB,26,14,0,3,2,0,0,0,20,0,10,14,1,9.4,0,1,1,2019
419,Riley Ridley,CHI,WR,23,5,0,7,6,0,0,0,0,0,0,69,0,12.9,0,0,0,2019
420,Adam Shaheen,CHI,TE,25,8,2,13,9,0,0,0,0,0,0,74,0,14.4,0,1,1,2019
421,Durham Smythe,MIA,TE,24,16,14,14,7,0,0,0,0,0,0,65,0,13.5,0,0,0,2019
422,Geoff Swaim,JAX,TE,26,6,2,17,13,0,0,0,0,0,0,65,0,19.5,0,0,0,2019
423,Spencer Ware,KAN,RB,28,3,1,7,5,0,0,0,51,0,17,22,0,12.3,0,1,0,2019
424,Dwayne Washington,NOR,RB,25,16,0,1,1,0,0,0,60,0,8,6,0,7.6,0,0,0,2019
425,Matt Barkley,BUF,QB,29,2,0,0,0,359,0,51,-4,0,2,0,0,5.96,3,3,1,2019
426,Tyler Conklin,MIN,TE,24,15,1,10,8,0,0,0,0,0,0,58,0,13.8,0,0,0,2019
427,Brett Hundley,ARI,QB,26,3,0,0,0,49,0,11,41,0,7,0,0,6.06,0,0,0,2019
428,Tevin Jones,PIT,WR,27,5,0,10,4,0,0,0,0,0,0,61,0,10.1,0,0,0,2019
429,Chris Lacy,DET,WR,23,7,2,10,3,0,0,0,0,0,0,60,0,9,0,0,0,2019
430,Zach Line,NOR,RB,29,12,2,10,6,0,0,0,20,0,7,36,0,11.6,0,0,0,2019
431,Andre Patton,LAC,WR,25,13,5,17,6,0,0,0,0,0,0,56,0,11.6,0,0,0,2019
432,Tyrod Taylor,LAC,QB,30,8,0,1,0,33,1,6,7,0,10,0,0,6.02,0,0,0,2019
433,Clive Walford,MIA,TE,28,7,3,8,4,0,0,0,4,0,0,57,0,10.1,0,0,0,2019
434,Khari Blasingame,TEN,RB,23,6,3,5,4,0,0,0,0,0,0,54,0,9.4,0,0,0,2019
435,Deontay Burnett,PHI,WR,22,1,1,4,2,0,0,0,0,0,0,48,0,6.8,0,0,0,2019
436,Mike Davis,2TM,RB,26,12,1,8,7,0,0,0,27,0,13,22,0,11.9,0,0,0,2019
437,Patrick DiMarco,BUF,RB,30,16,4,7,5,0,0,0,7,0,3,41,0,9.8,0,0,0,2019
438,Jon Hilliman,NYG,RB,24,3,1,4,3,0,0,0,91,0,30,1,0,8.2,0,2,2,2019
439,Alexander Hollins,MIN,WR,23,5,1,4,2,0,0,0,0,0,0,46,0,6.6,0,0,0,2019
440,Taiwan Jones,HOU,RB,31,11,0,1,1,0,0,0,40,0,9,9,0,5.9,0,0,0,2019
441,Lance Kendricks,LAC,TE,31,12,1,7,3,0,0,0,0,0,0,50,0,8,0,0,0,2019
442,Devine Ozigbo,JAX,RB,23,10,0,5,3,0,0,0,27,0,9,23,0,8,0,0,0,2019
443,Elijhaa Penny,NYG,RB,26,16,1,4,2,0,0,0,39,0,15,9,0,6.8,0,0,0,2019
444,Luke Stocker,ATL,TE,31,15,9,14,8,0,0,0,0,0,0,53,0,13.3,0,1,0,2019
445,Trevon Wesco,NYJ,TE,24,16,1,3,2,0,0,0,2,0,1,47,0,6.9,0,0,0,2019
446,DeAndrew White,CAR,WR,28,10,0,9,4,0,0,0,0,0,0,51,0,9.1,0,0,0,2019
447,Cedrick Wilson,DAL,WR,24,6,0,8,5,0,0,0,0,0,0,46,0,9.6,0,0,0,2019
448,Deon Yelder,KAN,TE,24,9,1,4,3,0,0,0,0,0,0,50,0,8,0,0,0,2019
449,C.J. Anderson,DET,RB,28,2,0,0,0,0,0,0,43,0,16,0,0,4.3,0,0,0,2019
450,Geremy Davis,LAC,WR,27,7,1,3,3,0,0,0,0,0,0,38,0,6.8,0,0,0,2019
451,Mike Glennon,OAK,QB,30,2,0,0,0,56,1,10,0,0,2,0,0,4.24,0,3,1,2019
452,Colt McCoy,WAS,QB,33,1,1,0,0,122,0,27,14,0,2,0,0,4.28,1,2,0,2019
453,Steven Mitchell,HOU,WR,25,3,1,6,2,0,0,0,0,0,0,37,0,5.7,0,0,0,2019
454,Jason Moore,LAC,WR,24,10,0,5,2,0,0,0,0,0,0,43,0,6.3,0,0,0,2019
455,Paul Perkins,DET,RB,25,4,0,1,1,0,0,0,29,0,12,9,0,4.8,0,0,0,2019
456,Jay Ajayi,PHI,RB,26,3,0,1,0,0,0,0,30,0,10,0,0,3,0,0,0,2019
457,Travis Benjamin,LAC,WR,30,5,2,16,6,0,0,0,0,0,0,30,0,9,0,0,0,2019
458,C.J. Board,JAX,WR,26,4,0,4,2,0,0,0,0,0,0,31,0,5.1,0,0,0,2019
459,Pharaoh Brown,CLE,TE,25,9,6,3,2,0,0,0,0,0,0,27,0,4.7,0,0,0,2019
460,Cody Core,NYG,WR,25,16,0,5,3,0,0,0,0,0,0,28,0,5.8,0,0,0,2019
461,Dalyn Dawkins,TEN,RB,25,2,0,1,0,0,0,0,26,0,11,0,0,2.6,0,0,0,2019
462,Devin Funchess,IND,WR,25,1,1,5,3,0,0,0,0,0,0,32,0,6.2,0,0,0,2019
463,Johnny Holton,PIT,WR,28,16,3,15,3,0,0,0,9,0,1,21,0,6,0,0,0,2019
464,Tanner Hudson,TAM,TE,25,9,1,5,2,0,0,0,0,0,0,26,0,4.6,0,0,0,2019
465,Ishmael Hyman,TAM,WR,24,2,1,4,2,0,0,0,0,0,0,34,0,5.4,0,0,0,2019
466,Jordan Matthews,2TM,WR,27,3,1,12,4,0,0,0,0,0,0,33,0,7.3,0,0,0,2019
467,Codey McElroy,TAM,WR,27,1,0,1,1,0,0,0,0,0,0,30,0,4,0,0,0,2019
468,Johnny Mundt,LAR,TE,25,13,2,7,4,0,0,0,0,0,0,26,0,6.6,0,0,0,2019
469,Andre Roberts,BUF,WR,31,13,0,7,3,0,0,0,7,0,1,20,0,5.7,0,1,0,2019
470,Drew Sample,CIN,TE,23,9,2,6,5,0,0,0,0,0,0,30,0,8,0,0,0,2019
471,Da'Mari Scott,NYG,WR,24,5,2,3,2,0,0,0,5,0,1,22,0,4.7,0,0,0,2019
472,Russell Shepard,NYG,WR,29,3,0,8,3,0,0,0,0,0,0,25,0,5.5,0,0,0,2019
473,Anthony Sherman,KAN,RB,31,16,0,3,2,0,0,0,9,0,4,22,0,5.1,0,0,0,2019
474,Cam Sims,WAS,WR,23,7,1,3,2,0,0,0,0,0,0,27,0,4.7,0,0,0,2019
475,Ryan Switzer,PIT,WR,25,9,0,11,8,0,0,0,0,0,0,27,0,10.7,0,1,0,2019
476,Ross Travis,IND,TE,26,3,1,6,4,0,0,0,0,0,0,51,0,7.1,0,1,1,2019
477,Nick Bawden,DET,RB,23,10,2,6,4,0,0,0,0,0,0,17,0,5.7,0,0,0,2019
478,Josh Bellamy,NYJ,WR,30,7,0,3,2,0,0,0,0,0,0,20,0,4,0,0,0,2019
479,Fred Brown,DEN,WR,26,13,1,3,2,0,0,0,0,0,0,21,0,4.1,0,1,0,2019
480,Michael Crabtree,ARI,WR,32,2,1,5,4,0,0,0,0,0,0,22,0,6.2,0,0,0,2019
481,Rashard Davis,TEN,WR,25,1,0,1,1,0,0,0,0,0,0,16,0,2.6,0,0,0,2019
482,Robert Davis,2TM,WR,24,6,3,5,2,0,0,0,0,0,0,17,0,3.7,0,0,0,2019
483,Ashton Dulin,IND,WR,22,13,0,2,2,0,0,0,0,0,0,17,0,3.7,0,0,0,2019
484,Tyler Ervin,2TM,RB,26,10,0,4,2,0,0,0,10,0,1,11,0,4.1,0,2,0,2019
485,Darius Jennings,TEN,WR,27,8,0,5,2,0,0,0,0,0,0,17,0,3.7,0,0,0,2019
486,Marqise Lee,JAX,WR,28,6,1,4,3,0,0,0,1,0,1,18,0,4.9,0,0,0,2019
487,T.J. Logan,TAM,RB,25,12,0,3,2,0,0,0,10,0,3,13,0,4.3,0,0,0,2019
488,Donte Moncrief,2TM,WR,26,8,2,15,4,0,0,0,0,0,0,18,0,5.8,0,0,0,2019
489,Chris Moore,BAL,WR,26,14,1,5,3,0,0,0,0,0,1,21,0,5.1,0,0,0,2019
490,Stanley Morgan,CIN,WR,23,11,0,10,3,0,0,0,0,0,0,18,0,4.8,0,0,0,2019
491,Josh Oliver,JAX,TE,22,4,1,6,3,0,0,0,0,0,0,15,0,4.5,0,0,0,2019
492,Samaje Perine,2TM,RB,24,7,0,0,0,0,0,0,16,0,5,0,0,1.6,0,0,0,2019
493,Eric Saubert,CHI,TE,25,2,0,3,2,0,0,0,0,0,0,21,0,4.1,0,0,0,2019
494,Keith Smith,ATL,RB,27,16,5,3,1,0,0,0,8,0,5,13,0,3.1,0,0,0,2019
495,Diontae Spencer,DEN,WR,27,16,2,8,6,0,0,0,6,0,3,31,0,7.7,0,3,1,2019
496,Bobo Wilson,TAM,WR,24,6,1,11,3,0,0,0,0,0,0,35,0,4.5,0,3,1,2019
497,Zach Zenner,3TM,RB,28,5,0,3,2,0,0,0,-2,0,3,19,0,3.7,0,0,0,2019
498,Josh Adams,NYJ,RB,23,3,0,0,0,0,0,0,12,0,8,0,0,1.2,0,0,0,2019
499,Antony Auclair,TAM,TE,26,8,5,3,1,0,0,0,0,0,0,11,0,2.1,0,0,0,2019
500,Tony Brooks-James,PIT,RB,25,3,0,0,0,0,0,0,7,0,8,0,0,0.7,0,0,0,2019
501,Austin Carr,NOR,WR,26,6,3,4,1,0,0,0,0,0,0,9,0,1.9,0,0,0,2019
502,Sean Culkin,LAC,TE,26,4,2,2,1,0,0,0,0,0,0,12,0,2.2,0,0,0,2019
503,Josh Ferguson,WAS,RB,26,2,0,0,0,0,0,0,9,0,3,0,0,0.9,0,0,0,2019
504,John Franklin,TAM,WR,25,1,0,0,0,0,0,0,11,0,1,0,0,1.1,0,0,0,2019
505,Ryan Grant,OAK,WR,29,2,1,9,4,0,0,0,0,0,0,14,0,5.4,0,0,0,2019
506,Will Grier,CAR,QB,24,2,2,0,0,228,0,52,22,0,7,0,0,1.32,4,1,1,2019
507,Ryan Griffin,TAM,QB,30,2,0,0,0,18,0,4,-1,0,4,0,0,0.62,0,0,0,2019
508,Damien Harris,NWE,RB,22,2,0,0,0,0,0,0,12,0,4,0,0,1.2,0,0,0,2019
509,Dwayne Harris,OAK,WR,32,3,0,1,1,0,0,0,0,0,0,7,0,1.7,0,0,0,2019
510,Chris Herndon,NYJ,TE,23,1,0,2,1,0,0,0,0,0,0,7,0,1.7,0,0,0,2019
511,Cody Hollister,TEN,WR,26,5,0,2,2,0,0,0,0,0,0,13,0,3.3,0,0,0,2019
512,Buddy Howell,HOU,RB,23,16,0,0,0,0,0,0,10,0,5,0,0,1,0,0,0,2019
513,Jakob Johnson,NWE,RB,25,4,3,2,1,0,0,0,0,0,0,5,0,1.5,0,0,0,2019
514,Charles Jones,JAX,TE,23,4,0,1,1,0,0,0,0,0,0,5,0,1.5,0,0,0,2019
515,John Kelly,LAR,RB,23,4,0,0,0,0,0,0,9,0,3,0,0,0.9,0,0,0,2019
516,Ben Koyack,JAX,TE,26,11,6,3,1,0,0,0,0,0,0,9,0,1.9,0,0,0,2019
517,Chris Manhertz,CAR,TE,27,15,6,1,1,0,0,0,0,0,0,11,0,2.1,0,0,0,2019
518,Josh McCown,PHI,QB,40,3,0,0,0,24,0,5,-2,0,2,0,0,0.76,0,0,0,2019
519,Ryan Nall,CHI,RB,24,8,0,0,0,0,0,0,8,0,2,0,0,0.8,0,0,0,2019
520,Isaac Nauta,DET,TE,22,6,0,3,2,0,0,0,0,0,0,13,0,3.3,0,0,0,2019
521,Gunner Olszewski,NWE,WR,23,8,0,4,2,0,0,0,0,0,0,34,0,3.4,0,1,1,2019
522,Ricky Ortiz,NOR,RB,25,1,0,1,1,0,0,0,0,0,0,8,0,1.8,0,0,0,2019
523,Jordan Scarlett,CAR,RB,23,9,0,0,0,0,0,0,9,0,4,0,0,0.9,0,0,0,2019
524,Dalton Schultz,DAL,TE,23,16,0,2,1,0,0,0,0,0,0,6,0,1.6,0,0,0,2019
525,Jaleel Scott,BAL,WR,24,3,0,3,1,0,0,0,0,0,0,6,0,1.6,0,0,0,2019
526,Scott Simonson,NYG,TE,27,5,1,2,2,0,0,0,0,0,0,11,0,3.1,0,0,0,2019
527,Jeff Smith,NYJ,WR,22,1,0,2,1,0,0,0,0,0,0,12,0,2.2,0,0,0,2019
528,Tyrone Swoopes,SEA,TE,25,5,2,1,1,0,0,0,0,0,0,5,0,1.5,0,0,0,2019
